Periodo,Entidad_Federativa,Sexo,Grupo_edad,Actividad_economica,Numero_personas
20200301,Chiapas,Hombre,45 A 64 AÑOS,Servicios Sociales,20033
20200301,Chihuahua,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",820
20200301,Chihuahua,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",14172
20200301,Ciudad de México,Mujer,15 A 24 AÑOS,Industria Manufacturera,23434
20200301,Ciudad de México,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,77169
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",4414
20200301,Coahuila,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",5363
20200301,Coahuila,Hombre,65 AÑOS Y MAS,Servicios Diversos,4570
20200301,Coahuila,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,985
20200301,Coahuila,Mujer,15 A 24 AÑOS,Servicios Sociales,6776
20200301,Colima,Hombre,25 A 44 AÑOS,Comercio,12583
20200301,Colima,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3577
20200301,Colima,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2042
20200301,Durango,Hombre,45 A 64 AÑOS,Comercio,20484
20200301,Durango,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,258
20200301,Estado de México,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,2180
20200301,Aguascalientes,Hombre,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",134
20200301,Baja California,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",11107
20200301,Baja California,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2116
20200301,Baja California,Mujer,15 A 24 AÑOS,No Especificado,2328
20200301,Baja California,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,8440
20200301,Baja California Sur,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,277
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,797
20200301,Baja California Sur,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2689
20200301,Baja California Sur,Mujer,65 AÑOS Y MAS,Comercio,510
20200301,Campeche,Hombre,15 A 24 AÑOS,Servicios Sociales,931
20200301,Campeche,Hombre,25 A 44 AÑOS,Construcción,19357
20200301,Campeche,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,3913
20200301,Campeche,Hombre,65 AÑOS Y MAS,No Especificado,185
20200301,Campeche,Mujer,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,32
20200301,Chiapas,Mujer,45 A 64 AÑOS,Comercio,57675
20200301,Chiapas,Mujer,45 A 64 AÑOS,No Especificado,172
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,10927
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,Industria Manufacturera,822
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,Comercio,194506
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,No Especificado,7084
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",134808
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,Comercio,54509
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1522
20200301,Colima,Hombre,25 A 44 AÑOS,Industria Manufacturera,8502
20200301,Colima,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,5051
20200301,Colima,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,8435
20200301,Colima,Mujer,65 AÑOS Y MAS,Industria Manufacturera,779
20200301,Guanajuato,Hombre,25 A 44 AÑOS,Servicios Sociales,26333
20200301,Guanajuato,Hombre,45 A 64 AÑOS,Comercio,61121
20200301,Guanajuato,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",20790
20200301,Guerrero,Mujer,45 A 64 AÑOS,Comercio,48116
20200301,Hidalgo,Hombre,65 AÑOS Y MAS,No Especificado,47
20200301,Jalisco,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",25906
20200301,Jalisco,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",55385
20200301,Michoacán,Hombre,15 A 24 AÑOS,No Especificado,279
20200301,Aguascalientes,Hombre,25 A 44 AÑOS,Construcción,20201
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",284
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,Servicios Diversos,3366
20200301,Aguascalientes,Mujer,45 A 64 AÑOS,Servicios Sociales,11841
20200301,Baja California,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,12963
20200301,Baja California,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",26717
20200301,Baja California,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",8047
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,No Especificado,230
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,3355
20200301,Baja California Sur,Mujer,65 AÑOS Y MAS,Industria Manufacturera,593
20200301,Campeche,Hombre,15 A 24 AÑOS,Construcción,4500
20200301,Campeche,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",859
20200301,Campeche,Mujer,65 AÑOS Y MAS,Servicios Sociales,132
20200301,Campeche,Mujer,NO ESPECIFICADO,Comercio,56
20200301,Chiapas,Hombre,15 A 24 AÑOS,Comercio,29695
20200301,Chiapas,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,3560
20200301,Chiapas,Mujer,25 A 44 AÑOS,No Especificado,184
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,2085
20200301,Chihuahua,Hombre,15 A 24 AÑOS,No Especificado,5596
20200301,Chihuahua,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9052
20200301,Chihuahua,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5905
20200301,Chihuahua,Mujer,45 A 64 AÑOS,Industria Manufacturera,48636
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,Industria Manufacturera,6188
20200301,Coahuila,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4977
20200301,Coahuila,Hombre,25 A 44 AÑOS,Servicios Diversos,29164
20200301,Durango,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1373
20200301,Durango,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,1684
20200301,Durango,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2600
20200301,Durango,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3420
20200301,Durango,Mujer,65 AÑOS Y MAS,Servicios Diversos,908
20200301,Estado de México,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,5842
20200301,Guanajuato,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",13424
20200301,Guanajuato,Hombre,45 A 64 AÑOS,Industria Manufacturera,107219
20200301,Guanajuato,Mujer,15 A 24 AÑOS,Servicios Sociales,7968
20200301,Aguascalientes,Hombre,15 A 24 AÑOS,Comercio,12968
20200301,Aguascalientes,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",8243
20200301,Aguascalientes,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",197
20200301,Baja California,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",32211
20200301,Baja California,Mujer,45 A 64 AÑOS,No Especificado,5844
20200301,Baja California Sur,Hombre,25 A 44 AÑOS,Comercio,15954
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,Construcción,13069
20200301,Baja California Sur,Mujer,25 A 44 AÑOS,Industria Manufacturera,5711
20200301,Campeche,Hombre,45 A 64 AÑOS,Servicios Diversos,5247
20200301,Campeche,Mujer,NO ESPECIFICADO,Servicios Diversos,27
20200301,Chiapas,Mujer,15 A 24 AÑOS,Comercio,33549
20200301,Chiapas,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2074
20200301,Chihuahua,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",42347
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2532
20200301,Chihuahua,Mujer,45 A 64 AÑOS,No Especificado,2258
20200301,Ciudad de México,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,5670
20200301,Coahuila,Hombre,65 AÑOS Y MAS,Comercio,5948
20200301,Coahuila,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2211
20200301,Coahuila,Mujer,65 AÑOS Y MAS,Industria Manufacturera,1783
20200301,Colima,Hombre,15 A 24 AÑOS,Servicios Sociales,1409
20200301,Colima,Hombre,65 AÑOS Y MAS,Comercio,2062
20200301,Colima,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1095
20200301,Colima,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1093
20200301,Colima,Mujer,15 A 24 AÑOS,Servicios Sociales,2121
20200301,Colima,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3582
20200301,Durango,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,4602
20200301,Durango,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,4227
20200301,Durango,Mujer,45 A 64 AÑOS,Servicios Sociales,12447
20200301,Durango,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1712
20200301,Estado de México,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,12084
20200301,Guanajuato,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",7102
20200301,Guanajuato,Hombre,25 A 44 AÑOS,Servicios Diversos,49972
20200301,Guanajuato,Mujer,45 A 64 AÑOS,Industria Manufacturera,47999
20200301,Guanajuato,Mujer,65 AÑOS Y MAS,Servicios Diversos,2424
20200301,Guerrero,Mujer,15 A 24 AÑOS,Comercio,23579
20200301,Aguascalientes,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7191
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,889
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,Servicios Sociales,3874
20200301,Baja California,Hombre,25 A 44 AÑOS,No Especificado,28496
20200301,Baja California,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",39691
20200301,Baja California,Mujer,15 A 24 AÑOS,Construcción,550
20200301,Baja California,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",6818
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,8797
20200301,Baja California Sur,Mujer,15 A 24 AÑOS,Industria Manufacturera,803
20200301,Baja California Sur,Mujer,25 A 44 AÑOS,Servicios Sociales,14118
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,Comercio,8778
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,7631
20200301,Campeche,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",16759
20200301,Campeche,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,6664
20200301,Campeche,Mujer,15 A 24 AÑOS,Servicios Diversos,1941
20200301,Campeche,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,557
20200301,Chiapas,Mujer,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,1007
20200301,Chiapas,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2199
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Comercio,12087
20200301,Chihuahua,Hombre,25 A 44 AÑOS,No Especificado,9614
20200301,Chihuahua,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5524
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3510
20200301,Ciudad de México,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,7727
20200301,Coahuila,Hombre,15 A 24 AÑOS,Construcción,16488
20200301,Coahuila,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",28658
20200301,Coahuila,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1343
20200301,Coahuila,Mujer,65 AÑOS Y MAS,Servicios Sociales,475
20200301,Colima,Hombre,15 A 24 AÑOS,Comercio,6386
20200301,Colima,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,127
20200301,Durango,Hombre,15 A 24 AÑOS,Servicios Diversos,7168
20200301,Durango,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",7619
20200301,Estado de México,Hombre,15 A 24 AÑOS,Comercio,179041
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,166
20200301,Estado de México,Mujer,15 A 24 AÑOS,Servicios Diversos,55492
20200301,Aguascalientes,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",772
20200301,Aguascalientes,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,12446
20200301,Baja California,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",14177
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,5418
20200301,Baja California Sur,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",160
20200301,Baja California Sur,Mujer,15 A 24 AÑOS,Servicios Diversos,3045
20200301,Baja California Sur,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1545
20200301,Campeche,Hombre,25 A 44 AÑOS,Servicios Sociales,8473
20200301,Campeche,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,3232
20200301,Campeche,Mujer,25 A 44 AÑOS,Servicios Diversos,13539
20200301,Campeche,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5306
20200301,Campeche,Mujer,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,60
20200301,Chiapas,Mujer,45 A 64 AÑOS,Industria Manufacturera,23836
20200301,Ciudad de México,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,6158
20200301,Ciudad de México,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,5888
20200301,Ciudad de México,Mujer,25 A 44 AÑOS,Servicios Sociales,194810
20200301,Ciudad de México,Mujer,45 A 64 AÑOS,Comercio,146482
20200301,Coahuila,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,403
20200301,Colima,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,3054
20200301,Durango,Hombre,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",97
20200301,Durango,Mujer,15 A 24 AÑOS,Construcción,279
20200301,Durango,Mujer,25 A 44 AÑOS,Industria Manufacturera,24182
20200301,Durango,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,15264
20200301,Estado de México,Hombre,45 A 64 AÑOS,Industria Manufacturera,250369
20200301,Estado de México,Mujer,25 A 44 AÑOS,Construcción,19647
20200301,Estado de México,Mujer,45 A 64 AÑOS,Comercio,272035
20200301,Guanajuato,Mujer,45 A 64 AÑOS,No Especificado,149
20200301,Guanajuato,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2644
20200301,Guerrero,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,23062
20200301,Guerrero,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,11433
20200301,Guerrero,Hombre,65 AÑOS Y MAS,Industria Manufacturera,7111
20200301,Guerrero,Mujer,65 AÑOS Y MAS,Comercio,12026
20200301,Hidalgo,Hombre,45 A 64 AÑOS,Industria Manufacturera,38340
20200301,Hidalgo,Mujer,15 A 24 AÑOS,Comercio,24374
20200301,Aguascalientes,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4003
20200301,Baja California,Hombre,25 A 44 AÑOS,Industria Manufacturera,131114
20200301,Baja California,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1540
20200301,Baja California,Mujer,15 A 24 AÑOS,Servicios Sociales,9021
20200301,Baja California,Mujer,25 A 44 AÑOS,Comercio,70070
20200301,Baja California,Mujer,65 AÑOS Y MAS,Industria Manufacturera,124
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,Servicios Sociales,4231
20200301,Baja California Sur,Hombre,65 AÑOS Y MAS,Comercio,2025
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,89
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3265
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",889
20200301,Campeche,Hombre,15 A 24 AÑOS,No Especificado,221
20200301,Chiapas,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,3154
20200301,Chiapas,Hombre,25 A 44 AÑOS,No Especificado,259
20200301,Chiapas,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",26941
20200301,Chiapas,Hombre,45 A 64 AÑOS,Servicios Diversos,20216
20200301,Chiapas,Hombre,65 AÑOS Y MAS,No Especificado,101
20200301,Chiapas,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,20392
20200301,Chiapas,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",346
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2482
20200301,Chihuahua,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1281
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,556
20200301,Chihuahua,Mujer,15 A 24 AÑOS,No Especificado,2395
20200301,Chihuahua,Mujer,15 A 24 AÑOS,Servicios Sociales,10671
20200301,Chihuahua,Mujer,25 A 44 AÑOS,Comercio,61197
20200301,Ciudad de México,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,82448
20200301,Ciudad de México,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",21069
20200301,Coahuila,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5852
20200301,Coahuila,Hombre,45 A 64 AÑOS,Construcción,30605
20200301,Colima,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",12075
20200301,Colima,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,3085
20200301,Colima,Hombre,25 A 44 AÑOS,Servicios Diversos,6597
20200301,Colima,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,588
20200301,Colima,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,901
20200301,Aguascalientes,Hombre,15 A 24 AÑOS,Construcción,9961
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1182
20200301,Baja California,Hombre,25 A 44 AÑOS,Servicios Sociales,21973
20200301,Baja California,Mujer,15 A 24 AÑOS,Industria Manufacturera,30310
20200301,Baja California,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2027
20200301,Baja California,Mujer,65 AÑOS Y MAS,No Especificado,193
20200301,Baja California,Mujer,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,230
20200301,Baja California Sur,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9697
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7560
20200301,Baja California Sur,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",853
20200301,Baja California Sur,Mujer,15 A 24 AÑOS,Construcción,60
20200301,Campeche,Hombre,25 A 44 AÑOS,Industria Manufacturera,10208
20200301,Campeche,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,3532
20200301,Campeche,Mujer,45 A 64 AÑOS,Servicios Sociales,6341
20200301,Chiapas,Hombre,15 A 24 AÑOS,Servicios Sociales,3949
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Servicios Diversos,11679
20200301,Chihuahua,Hombre,25 A 44 AÑOS,Servicios Sociales,24777
20200301,Chihuahua,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2279
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,No Especificado,570
20200301,Ciudad de México,Hombre,15 A 24 AÑOS,No Especificado,1120
20200301,Ciudad de México,Mujer,45 A 64 AÑOS,Industria Manufacturera,66709
20200301,Ciudad de México,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,63622
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2605
20200301,Coahuila,Hombre,15 A 24 AÑOS,Industria Manufacturera,66318
20200301,Coahuila,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",19182
20200301,Coahuila,Hombre,65 AÑOS Y MAS,No Especificado,891
20200301,Coahuila,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",3679
20200301,Coahuila,Mujer,15 A 24 AÑOS,Comercio,22253
20200301,Colima,Mujer,25 A 44 AÑOS,No Especificado,1174
20200301,Durango,Hombre,15 A 24 AÑOS,Comercio,11986
20200301,Estado de México,Hombre,15 A 24 AÑOS,Servicios Diversos,52113
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,9393
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Servicios Sociales,7048
20200301,Guanajuato,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",61516
20200301,Aguascalientes,Hombre,45 A 64 AÑOS,Servicios Sociales,5713
20200301,Aguascalientes,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",1649
20200301,Aguascalientes,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1431
20200301,Aguascalientes,Mujer,25 A 44 AÑOS,Construcción,1532
20200301,Aguascalientes,Mujer,25 A 44 AÑOS,Servicios Diversos,16154
20200301,Baja California,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,19433
20200301,Baja California,Hombre,45 A 64 AÑOS,Industria Manufacturera,63159
20200301,Baja California,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1138
20200301,Baja California,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,2128
20200301,Baja California,Mujer,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",232
20200301,Baja California Sur,Hombre,25 A 44 AÑOS,Servicios Sociales,6557
20200301,Baja California Sur,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",4772
20200301,Campeche,Hombre,65 AÑOS Y MAS,Servicios Sociales,298
20200301,Chiapas,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,63
20200301,Chiapas,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1345
20200301,Chihuahua,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",23361
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Industria Manufacturera,76233
20200301,Chihuahua,Mujer,25 A 44 AÑOS,No Especificado,2584
20200301,Chihuahua,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",903
20200301,Ciudad de México,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",42500
20200301,Ciudad de México,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,39488
20200301,Ciudad de México,Hombre,65 AÑOS Y MAS,Industria Manufacturera,15782
20200301,Ciudad de México,Mujer,15 A 24 AÑOS,No Especificado,962
20200301,Coahuila,Hombre,65 AÑOS Y MAS,Servicios Sociales,1784
20200301,Coahuila,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",764
20200301,Coahuila,Mujer,15 A 24 AÑOS,Construcción,219
20200301,Coahuila,Mujer,15 A 24 AÑOS,Servicios Diversos,5562
20200301,Durango,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",8622
20200301,Estado de México,Hombre,45 A 64 AÑOS,Comercio,299670
20200301,Estado de México,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,3121
20200301,Guanajuato,Hombre,25 A 44 AÑOS,No Especificado,387
20200301,Guanajuato,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",6120
20200301,Guerrero,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,2340
20200301,Aguascalientes,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",6339
20200301,Aguascalientes,Hombre,25 A 44 AÑOS,Comercio,26652
20200301,Aguascalientes,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",10009
20200301,Aguascalientes,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1191
20200301,Baja California,Hombre,15 A 24 AÑOS,Construcción,10614
20200301,Baja California,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3823
20200301,Baja California Sur,Hombre,15 A 24 AÑOS,Servicios Diversos,3036
20200301,Baja California Sur,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,21521
20200301,Baja California Sur,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1247
20200301,Campeche,Hombre,15 A 24 AÑOS,Comercio,6784
20200301,Campeche,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2553
20200301,Campeche,Hombre,25 A 44 AÑOS,Servicios Diversos,6721
20200301,Campeche,Mujer,15 A 24 AÑOS,Industria Manufacturera,3302
20200301,Campeche,Mujer,45 A 64 AÑOS,Industria Manufacturera,5232
20200301,Campeche,Mujer,65 AÑOS Y MAS,Servicios Diversos,572
20200301,Chiapas,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,24325
20200301,Chiapas,Mujer,65 AÑOS Y MAS,Industria Manufacturera,4331
20200301,Chihuahua,Hombre,15 A 24 AÑOS,Construcción,12484
20200301,Chihuahua,Hombre,45 A 64 AÑOS,Construcción,40247
20200301,Ciudad de México,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,75122
20200301,Ciudad de México,Mujer,65 AÑOS Y MAS,Servicios Sociales,12845
20200301,Coahuila,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1706
